76.825,8.088,184.887
66.267,9.154,191.391
55.099,10.07,197.051
44.554,9.64,201.419
34.041,11.399,204.706
22.794,11.032,207.512
12.295,11.433,209.238
0.846,13.019,210.154
22.556,-1.601,207.934
33.808,1.132,205.194
44.097,-2.43,201.868
54.707,0.033,197.568
65.892,-0.795,191.861
76.381,-1.555,185.384
147.618,-5.93,57.69
86.683,7.226,177.625
43.306,-14.658,201.372
33.286,-9.195,205.041
21.976,-14.223,207.362
11.814,-13.991,209.049
0.096,-18.548,209.565
0.323,-8.403,210.491
0.809,2.391,210.682
12.245,-1.139,209.663
42.248,-26.37,199.95
53.388,-20.015,196.594
64.303,-20.591,190.993
74.756,-21.009,184.537
79.75,-23.93,180.498
75.538,-11.432,185.358
65.333,-10.771,191.678
54.33,-10.003,197.35
31.658,-28.921,202.773
20.211,-37.698,203.388
10.331,-37.461,205.016
-0.732,-38.226,205.707
-0.316,-28.135,208.043
10.92,-25.634,207.563
20.943,-25.717,205.965
32.385,-19.053,204.298
71.247,-36.191,183.176
62.701,-39.717,187.219
79.737,-23.931,180.503
63.459,-29.958,189.557
51.848,-39.428,192.828
52.66,-29.792,195.056
41.588,-38.497,197.28
31.127,-39.043,200.429
-1.678,-66.809,194.793
-1.43,-57.981,198.895
-1.118,-48.192,202.622
9.85,-49.612,201.244
19.736,-49.809,199.62
30.523,-49.019,197.351
40.672,-49.979,193.757
50.914,-48.952,189.935
3.547,-75.072,189.887
13.867,-72.507,190.136
24.74,-70.241,189.144
35.493,-65.928,188.291
45.541,-59.427,187.768
29.863,-58.089,193.884
19.075,-60.949,195.206
9.298,-60.799,196.829
-12.28,-65.715,195.335
-12.276,-55.115,200.072
-11.91,-43.116,204.318
-12.583,-31.928,207.278
-11.268,-21.421,209.261
-12.187,-10.074,210.496
-12.046,0.42,210.837
-10.699,12.073,210.409
-24.639,0.555,209.88
-24.616,-9.78,209.559
-21.467,-21.108,208.657
-24.663,-31.68,206.335
-21.934,-42.979,203.622
-22.01,-54.743,199.487
-21.898,-65.448,194.71
-24.93,-74.836,189.145
-36.964,-31.349,204.332
-42.056,-20.64,205.108
-31.612,-20.71,207.343
-36.657,-9.444,207.639
-36.662,0.737,207.965
-41.467,12.126,206.417
-31.332,12.173,208.475
-21.208,12.134,209.775
-46.873,-67.696,188.042
-41.683,-42.428,200.23
-41.376,-53.714,196.283
-40.993,-64.972,191.209
147.618,-5.93,57.69
-31.438,-65.078,193.419
-31.79,-42.759,202.298
-31.661,-54.251,198.268
-61.002,11.846,200.263
-51.259,11.868,203.707
-48.468,0.715,205.014
-48.589,-9.432,204.619
-51.364,-20.794,202.471
-48.538,-31.404,201.335
-51.006,-42.359,197.568
-50.577,-53.564,193.617
-75.586,-45.846,185.423
-61.597,-58.864,186.852
-59.958,-53.311,190.111
-60.5,-41.895,194.185
-59.939,-31.016,197.468
-60.882,-20.596,199.122
-60.351,-9.5,200.602
-60.38,0.561,200.952
-82.502,0.255,190.142
-79.667,11.352,191.369
-70.403,11.616,196.179
-71.498,0.579,196.104
-71.508,-9.388,195.727
-70.243,-20.409,195.032
-71.086,-30.878,192.531
-69.665,-41.668,190.078
-88.498,10.842,185.946
-96.911,5.816,180.251
-93.877,-3.883,182.569
-92.148,-14.409,182.967
-88.044,-24.339,184.134
-81.926,-33.541,185.848
-79.45,-20.368,190.18
-82.435,-9.543,189.775
58.05,-110.864,136.361
49.088,-115.359,136.734
39.757,-119.646,136.338
30.05,-122.86,136.43
20.446,-125.543,135.964
10.775,-127.649,135.174
-1.053,-130.073,132.649
-3.186,-135.658,122.209
93.787,-78.108,138.513
99.562,-68.737,139.725
104.008,-72.724,129.227
98.117,-81.304,128.784
91.079,-88.173,130.689
83.303,-94.479,132.823
75.257,-100.454,134.277
66.789,-105.945,135.512
9.72,-121.644,144.695
21.061,-119.044,145.624
32.813,-115.44,146.127
44.017,-111.155,146.028
54.976,-105.95,145.527
65.403,-100.045,144.534
75.486,-93.411,142.93
84.893,-86.088,141.014
56.526,-97.427,154.232
47.945,-101.915,154.775
38.684,-106.041,155.031
29.251,-109.546,154.964
19.712,-112.536,154.47
10.102,-114.921,153.603
-1.124,-118.364,150.398
-1.358,-124.787,141.359
64.85,-84.079,161.097
74.63,-77.101,159.321
83.692,-69.681,156.997
94.714,-64.533,149.289
88.837,-74.043,148.252
81.379,-80.533,150.294
73.484,-86.544,152.02
65.228,-92.205,153.3
0.944,-98.154,171.907
-0.654,-104.838,165.697
-1.06,-111.818,158.367
10.261,-107.781,161.679
21.84,-104.596,162.605
33.146,-100.615,163.02
44.101,-95.751,163.014
54.639,-90.292,162.336
89.357,-60.093,158.039
76.101,-67.153,165.258
66.782,-74.172,167.371
56.961,-80.756,168.775
46.743,-86.509,169.733
36.028,-91.683,170.086
24.939,-96.082,169.912
13.637,-99.726,169.136
15.778,-90.565,176.54
27.476,-87.193,176.439
39.51,-81.768,176.408
50.511,-75.979,175.608
60.431,-69.503,174.507
69.818,-62.16,172.994
77.786,-53.326,171.973
83.875,-56.326,165.376
55.417,-132.998,84.651
64.713,-128.298,83.673
74.121,-122.679,83.117
83.017,-116.667,81.144
91.692,-109.785,79.789
100.278,-101.689,79.28
108.503,-93.004,76.49
114.945,-83.839,80.312
26.129,-141.061,96.079
16.564,-143.153,95.589
6.698,-144.716,94.778
-2.099,-147.606,85.106
11.593,-146.363,84.796
23.847,-143.875,85.75
35.256,-140.952,84.735
147.618,-5.93,57.69
95.426,-104.008,90.738
87.843,-110.416,92.487
79.832,-116.432,93.827
71.495,-121.888,94.986
62.845,-126.828,95.773
54.156,-131.174,96.152
45.048,-135.036,96.35
35.618,-138.374,96.292
66.584,-121.493,105.897
76.825,-115.169,104.605
86.57,-108.069,102.958
95.722,-100.325,100.873
104.082,-92.078,98.475
112.29,-82.83,95.226
109.18,-89.855,86.824
102.577,-97.092,88.899
-2.631,-139.469,113.426
-2.139,-142.734,104.435
-3.835,-145.65,93.934
10.557,-141.266,105.788
21.975,-139.039,106.558
33.536,-135.9,106.985
44.994,-131.855,107.026
56.294,-126.934,106.568
73.44,-113.371,114.868
64.775,-118.633,115.712
56.175,-123.17,116.23
46.898,-127.331,116.596
37.357,-130.885,116.729
27.674,-133.82,116.593
17.943,-136.082,116.271
8.297,-137.8,115.487
93.442,-92.264,121.326
101.826,-83.98,118.849
108.217,-75.657,118.067
110.798,-79.94,105.711
103.954,-87.642,108.446
97.04,-94.689,110.425
89.545,-101.399,112.222
81.684,-107.611,113.728
7.743,-133.8,124.579
19.457,-131.155,126.292
31.162,-127.839,127.138
42.461,-123.803,127.41
53.654,-118.928,127.104
64.055,-113.473,126.46
74.512,-107.04,125.205
84.22,-100.071,123.415
-87.452,21.581,185.295
-76.749,22.225,191.622
-65.539,22.711,197.053
-54.844,24.076,201.01
-44.071,23.348,204.425
-33.053,24.657,206.645
-22.878,24.762,208.069
-11.465,23.653,209.024
-32.726,36.805,204.144
-43.757,33.426,202.501
-54.483,36.043,198.569
-65.277,32.483,195.169
-76.338,31.837,189.855
-87.241,31.158,183.42
-97.182,29.552,176.565
-97.836,17.423,178.482
-54.11,47.71,195.124
-43.253,52.854,196.587
-43.507,43.17,199.921
-32.338,48.45,200.744
-22.211,48.726,202.122
-11.112,43.807,204.438
-11.328,33.925,207.039
-22.551,37.045,205.544
-53.654,58.727,190.872
-64.466,51.534,189.472
147.618,-5.93,57.69
-86.15,49.638,177.917
-94.606,43.066,174.287
-86.653,40.487,181.072
-75.997,41.426,187.319
-64.819,42.119,192.687
-32.049,70.969,190.809
-21.963,71.142,192.297
-10.519,71.868,192.728
-10.744,62.694,197.314
-10.804,53.556,201.142
-22.145,59.92,197.757
-32.358,59.845,196.243
-43.34,62.11,192.596
-63.901,69.681,180.901
-74.686,68.405,175.806
-79.365,72.003,170.461
-86.642,58.59,173.323
-75.452,59.632,180.171
-64.458,60.648,185.453
-53.322,69.516,185.566
-42.722,71.097,188.18
-10.697,89.238,181.634
-10.773,80.661,187.51
-21.683,81.608,186.098
-31.5,81.286,184.74
-42.366,79.897,182.917
-52.698,80.306,179.115
-63.186,78.234,175.864
-79.361,72.003,170.464
-30.857,102.072,168.387
-40.258,98.717,168.948
-69.065,82.2,169.775
-57.461,88.959,170.612
-49.294,94.852,169.186
-42.143,88.323,176.997
-31.294,91.567,177.355
-21.537,91.836,178.811
0.413,96.624,175.593
0.559,86.619,183.351
0.666,76.339,189.998
1.609,66.224,195.421
0.443,56.266,199.923
1.395,45.608,203.698
1.279,35.639,206.46
0.166,24.488,208.765
13.953,45.216,202.494
10.84,55.936,199.086
13.864,65.743,194.279
10.848,75.927,189.194
10.514,86.177,182.604
10.178,96.184,174.884
9.855,105.045,166.875
-1.91,106.933,166.269
25.862,64.99,192.154
31.092,54.646,195.386
21.039,55.387,197.555
26.203,44.369,200.366
26.347,34.467,203.086
20.956,23.615,206.396
10.571,24.061,207.942
13.791,35.141,205.299
40.082,73.6,182.874
39.56,83.892,176.168
38.088,95.683,167.288
38.089,95.687,167.28
23.105,103.093,165.758
20.006,95.598,173.41
20.368,85.545,181.177
20.819,75.346,187.722
147.618,-5.93,57.69
50.643,21.487,197.722
41.018,22.39,201.258
31.388,23.014,204.099
38.457,33.506,199.898
38.296,43.305,197.251
40.816,53.679,192.591
37.842,63.883,189.086
58.877,71.086,175.301
60.708,78.961,168.847
49.471,89.704,166.897
48.989,82.69,172.754
49.586,72.289,179.534
49.254,62.502,185.167
50.477,52.587,189.081
49.936,42.191,193.151
71.955,39.313,182.119
72.169,29.919,184.64
69.147,19.656,188.546
59.996,20.652,193.472
61.269,31.167,190.748
61.194,40.907,188.068
59.762,51.397,184.938
60.454,60.914,180.203
87.09,19.514,175.906
77.78,18.698,183.09
83.175,29.919,176.855
82.694,39.488,174.314
78.917,48.851,173.571
68.889,67.31,171.268
68.775,50.032,180.179
74.422,57.762,172.744
-71.236,126.097,111.025
-62.62,130.467,110.137
-53.357,134.431,108.973
