95.52,14.664,193.244
84.886,13.866,199.661
73.672,12.886,205.218
63.268,10.741,209.414
52.596,10.827,212.662
41.496,8.742,215.294
31.035,7.583,216.903
19.472,7.514,217.761
43.011,-3.805,214.963
53.788,0.617,212.538
64.487,-1.282,209.142
74.673,2.879,205.135
85.891,3.95,199.535
96.416,5.04,193.163
168.178,18.277,66.378
105.437,15.613,186.073
65.402,-13.45,207.913
54.704,-9.655,211.767
44.189,-16.329,213.638
34.086,-17.605,215.202
23.11,-23.76,215.294
21.923,-13.756,216.822
20.907,-3.029,217.658
32.727,-4.878,216.582
65.985,-25.087,205.786
76.152,-17.063,202.958
87.068,-15.786,197.476
97.509,-14.365,191.144
102.879,-16.319,187.005
96.95,-4.839,192.541
86.723,-5.978,198.755
75.692,-7.082,204.317
55.838,-29.243,208.314
45.716,-39.539,208.258
35.891,-40.767,209.768
25.038,-43.094,210.267
24.039,-33.203,213.202
34.822,-29.149,213.018
44.767,-27.749,211.549
55.182,-19.48,210.429
96.145,-29.776,188.841
88.152,-34.687,192.556
102.866,-16.322,187.009
87.538,-25.075,195.477
77.337,-36.24,198.029
76.794,-26.737,200.834
67.026,-37.006,202.393
56.727,-39.181,205.368
28.117,-70.821,197.668
27.119,-62.307,202.289
26.052,-52.813,206.592
37.118,-52.618,205.277
46.943,-51.349,203.773
57.527,-48.941,201.696
67.728,-48.27,198.185
77.747,-45.609,194.565
34.461,-77.971,192.35
44.325,-74.024,192.886
54.783,-70.222,192.172
64.837,-64.422,191.717
73.889,-56.575,191.711
58.147,-57.788,197.69
47.855,-62.186,198.699
38.144,-63.486,200.2
17.464,-71.237,198.135
15.975,-61.044,203.491
14.653,-49.389,208.444
12.42,-38.601,212.053
12.256,-28.152,214.672
9.766,-17.136,216.565
8.449,-6.763,217.528
8.169,4.969,217.808
-4.036,-8.312,216.416
-2.578,-18.506,215.483
2.116,-29.215,213.953
0.427,-39.967,210.968
4.71,-50.595,207.627
6.286,-61.985,202.802
7.904,-72.264,197.401
6.231,-81.627,191.25
-11.791,-41.218,208.827
-18.322,-31.382,210.169
-7.98,-30.143,212.533
-14.541,-19.721,213.429
-15.959,-9.677,214.358
-22.29,1.012,213.424
-12.27,2.334,215.613
-2.244,3.615,217.042
-16.485,-77.533,190.286
-14.908,-52.575,204.015
-13.019,-63.45,199.411
-11.055,-74.219,193.684
168.178,18.277,66.378
-1.588,-73.138,196.009
-5.075,-51.66,206.189
-3.334,-62.759,201.487
-41.568,-1.592,207.009
-31.939,-0.432,210.576
-27.634,-11.151,211.256
-26.344,-21.176,210.26
-27.507,-32.661,207.406
-23.231,-42.69,205.681
-24.138,-53.633,201.239
-22.14,-64.412,196.638
-47.938,-59.742,188.588
-32.286,-70.765,189.428
-31.448,-65.246,193.031
-33.588,-54.281,197.766
-34.557,-43.648,201.695
-36.944,-33.577,203.951
-37.964,-22.624,206.092
-39.39,-12.703,207.037
-61.204,-15.409,195.938
-59.941,-4.121,197.858
-50.827,-2.872,202.796
-50.379,-13.929,202.052
-49.005,-23.76,201.087
-46.221,-34.438,199.757
-45.592,-44.753,196.629
-42.676,-55.075,193.56
-68.591,-5.517,192.299
-76.197,-11.304,186.207
-71.858,-20.613,187.985
-68.688,-30.804,187.782
-63.253,-40.123,188.413
-55.926,-48.479,189.659
-55.322,-35.377,194.795
-59.777,-25.064,194.992
93.656,-102.588,137.517
85.402,-108.291,137.506
76.758,-113.795,136.734
67.59,-118.319,136.509
58.453,-122.27,135.759
49.172,-125.64,134.719
37.806,-129.518,131.901
36.519,-134.702,121.12
124.494,-65.399,142.073
128.907,-55.411,143.913
133.914,-58.103,133.256
129.272,-67.372,132.229
123.245,-75.25,133.631
116.408,-82.688,135.286
109.262,-89.793,136.279
101.632,-96.466,137.075
47.248,-120.425,144.565
58.115,-116.344,145.794
69.251,-111.188,146.663
79.752,-105.398,146.966
89.886,-98.709,146.917
99.398,-91.371,146.412
108.471,-83.322,145.336
116.78,-74.667,143.98
90.197,-90.595,156.131
82.32,-96.25,156.295
73.72,-101.624,156.185
64.864,-106.389,155.786
55.835,-110.632,154.992
46.653,-114.265,153.859
36.027,-119.026,150.309
36.729,-124.861,140.903
96.557,-76.665,163.882
105.283,-68.308,162.652
113.239,-59.581,160.89
123.478,-52.503,153.645
