1,57,1957.4116,1630.5425,1076.7367,326.8691,553.8058
2,59,1876.0111,1749.1167,1055.4453,126.8944,693.6714
3,64,1899.4966,1602.0016,1199.4165,297.4950,402.5851
4,60,1818.9731,1997.0604,1501.4092,-178.0873,495.6512
5,60,1938.1952,1798.8186,1769.4333,139.3766,29.3853
6,61,1974.4454,1742.8239,1652.6436,231.6215,90.1803
7,56,1644.5017,1739.9364,1416.3516,-95.4347,323.5848
8,57,1923.8623,1938.7424,1922.6606,-14.8801,16.0818
9,67,1931.1698,1699.8939,1648.8937,231.2759,51.0002
10,66,1937.3376,1497.1732,1332.2589,440.1644,164.9143
11,67,1917.774,1603.4047,1109.9811,314.3693,493.4236
12,63,1847.4532,1864.5427,1844.7516,-17.0895,19.7911
13,55,1858.0182,1891.8365,1846.5342,-33.8183,45.3023
14,44,1589.0106,1761.9943,1319.9659,-172.9837,442.0284
15,62,2117.8877,1805.219,1781.1477,312.6687,24.0713
16,54,1843.6079,1740.4203,1739.9751,103.1876,0.4452
17,66,1981.2473,1652.528,932.18591,328.7193,720.3421
18,66,2006.5704,1547.6664,1105.6591,458.9040,442.0073
19,57,1925.2423,1771.424,1051.0665,153.8183,720.3575
20,56,1912.4913,1685.4668,1129.5049,227.0245,555.9619
21,49,1951.7365,1680.3029,1348.4154,271.4336,331.8875
22,53,1951.1957,1506.4392,980.88965,444.7565,525.5496
23,60,1899.7205,1894.3223,1894.3044,5.3982,0.0179
24,63,1907.6471,1932.5746,1906.2202,-24.9275,26.3544
25,56,1983.7268,1553.838,1104.3319,429.8888,449.5061
26,61,1985.9684,1523.2321,1053.1599,462.7363,470.0722
27,63,1949.5831,1673.2782,913.02277,276.3049,760.2554
28,57,1900.5582,1598.5778,1035.4136,301.9804,563.1642
29,55,1918.3033,1621.1876,1127.4574,297.1157,493.7302
30,54,1906.3413,1896.145,1894.2539,10.1963,1.8911
31,63,1889.7117,1551.1641,990.94434,338.5476,560.2198
32,66,1921.62,1919.4327,1918.2731,2.1873,1.1596
33,52,2028.3374,1623.173,1218.0697,405.1644,405.1033
34,42,1958.7949,1710.3994,1029.8955,248.3955,680.5039
35,42,1871.5747,1628.7239,1348,242.8508,280.7239
36,45,1836.5862,1566.514,1105.8315,270.0722,460.6825
37,45,1946.2549,1721.7694,1470.335,224.4855,251.4344
38,48,1977.9509,1645.5905,1268.4845,332.3604,377.1060
39,50,1910.0962,1780.2089,1232.3817,129.8873,547.8272
40,60,1955.642,1654.4757,1518.6577,301.1663,135.8180
41,57,1935.5681,1935.9814,1930.3795,-0.4133,5.6019
42,57,1914.824,1929.0646,1912.0226,-14.2406,17.0420
43,55,1919.0071,1621.6812,1129.2192,297.3259,492.4620
44,63,1956.2855,1891.15,1852.1644,65.1355,38.9856
45,53,1932.6477,1688.0319,1106.8278,244.6158,581.2041
46,59,1913.4681,1705.5886,1030.7456,207.8795,674.8430
47,50,1893.4604,1790.3655,969.46863,103.0949,820.8969
48,47,1870.8805,1754.7128,1059.7438,116.1677,694.9690
49,54,1830.1593,1601.048,1178.7554,229.1113,422.2926
50,53,1825.9127,1607.4757,813.56464,218.4370,793.9111
51,49,1873.8228,1650.1278,996.95984,223.6950,653.1680
52,49,1852.2307,1668.5928,820.70526,183.6379,847.8875
53,49,1922.8984,1678.891,755.6731,244.0074,923.2179
54,51,1915.6249,1635.35,956.93671,280.2749,678.4133
55,51,1916.4799,1552.1002,831.16779,364.3797,720.9324
56,52,1872.3751,1775.6422,859.1897,96.7329,916.4525
57,54,1863.6438,1533.7877,947.80042,329.8561,585.9873
58,53,1849.9729,1486.9065,890.84979,363.0664,596.0567
59,50,1878.2778,1587.9067,904.89191,290.3711,683.0148
60,49,1907.7644,1453.1868,880.84186,454.5776,572.3449
61,52,1970.9905,1753.8389,1015.4884,217.1516,738.3505
62,53,1941.0321,1583.0027,960.33923,358.0294,622.6635
63,52,1833.5717,1676.324,955.6861,157.2477,720.6379
64,51,1813.7756,1643.7582,811.94781,170.0174,831.8104
65,55,1894.1185,1517.0504,845.04266,377.0681,672.0077
66,53,1941.2501,1634.3463,799.39545,306.9038,834.9509
67,48,1832.9904,1647.9512,1141.58,185.0392,506.3712
68,43,1826.4252,1637.4011,1353.584,189.0241,283.8171
69,44,1825.8453,1658.6907,1238.635,167.1546,420.0557
70,47,1865.332,1604.6145,1140.2848,260.7175,464.3297
71,51,1893.7014,1699.9122,1050.516,193.7892,649.3962
72,59,1949.7445,1594.2795,1200.4502,355.4650,393.8293
73,44,1897.1958,1617.3328,1371.1379,279.8630,246.1949
74,40,1838.379,1563.0653,1382.1932,275.3137,180.8721
75,43,1830.1843,1633.4119,1433.407,196.7724,200.0049
76,45,1737.2909,1597.1134,1084.5791,140.1775,512.5343
77,47,1866.4849,1622.1356,1470.0469,244.3493,152.0887
78,53,1876.4867,1634.1332,1123.8036,242.3535,510.3296
79,55,1874.3552,1600.4438,724.79742,273.9114,875.6464
80,53,1748.5482,1641.5884,744.49182,106.9598,897.0966
81,42,1844.5999,1669.543,1414.4324,175.0569,255.1106
82,37,1946.053,1684.4158,1452.1711,261.6372,232.2447
83,38,1849.0641,1651.3027,768.66608,197.7614,882.6366
84,35,1841.6339,1509.1165,1495.4574,332.5174,13.6591
85,39,1812.778,1723.2587,1581.4199,89.5193,141.8388
86,44,1838.9791,1624.9834,1336.7355,213.9957,288.2479
87,46,1933.6863,1728.1733,1250.7903,205.5130,477.3830
88,51,1913.9437,1643.2889,1341.1254,270.6548,302.1635
89,51,1723.8672,1536.196,976.30249,187.6712,559.8935
90,46,1788.272,1695.8311,1171.8563,92.4409,523.9748
91,49,1785.8898,1605.5404,702.74622,180.3494,902.7942
92,52,1757.2324,1552.9967,1054.8448,204.2357,498.1519
93,62,2117.8877,1805.219,1781.1477,312.6687,24.0713
94,52,1784.3842,1555.6906,1048.0443,228.6936,507.6463
95,46,1750.5133,1762.7935,1749.9324,-12.2802,12.8611
96,52,1832.021,1654.7015,898.00623,177.3195,756.6953
97,53,1925.1454,1915.7612,1914.5411,9.3842,1.2201
98,48,1937.7775,1680.4709,1216.3011,257.3066,464.1698
99,42,1888.8331,1750.5991,1463.5303,138.2340,287.0688
100,39,1820.4961,1674.7397,1624.3466,145.7564,50.3931
101,39,1925.3091,1647.9463,1512.8904,277.3628,135.0559
102,42,1913.0277,1679.7495,309.11511,233.2782,1370.6344
103,44,1920.2822,1618.6066,1202.7228,301.6756,415.8838
104,45,1823.2693,1772.999,913.28937,50.2703,859.7096
105,50,1860.142,1469.7819,1277.0671,390.3601,192.7148
106,45,1795.3502,1653.077,1177.0098,142.2732,476.0672
107,46,1847.6531,1666.0562,1182.8798,181.5969,483.1764
108,46,1794.2833,1739.3071,1376.4852,54.9762,362.8219
109,41,1924.708,1626.5365,1411.5874,298.1715,214.9491
110,43,1869.7266,1633.0371,1320.4052,236.6895,312.6319
111,48,1939.7955,1675.4589,1159.9092,264.3366,515.5497
112,54,1943.264,1663.7997,1326.8425,279.4643,336.9572
113,63,1932.4799,1965.4664,1892.905,-32.9865,72.5614
114,64,1975.2615,1867.923,1787.0236,107.3385,80.8994
115,60,1935.6069,1945.7065,1930.649,-10.0996,15.0575
116,61,1918.3868,1864.2526,1863.6071,54.1342,0.6455
117,58,1887.0635,1580.9976,1127.532,306.0659,453.4656
118,51,1926.8176,1640.8624,837.36182,285.9552,803.5006
119,48,1882.7954,1671.495,968.14783,211.3004,703.3472
120,47,1812.0457,1644.2848,1224.8485,167.7609,419.4363
121,68,1927.0865,1808.4316,1804.4016,118.6549,4.0300
122,65,1962.4288,1713.1047,1136.0444,249.3241,577.0603
123,68,1947.5103,1948.6195,1947.0631,-1.1092,1.5564
124,65,1745.0925,1845.799,1250.9597,-100.7065,594.8393
125,60,1901.3577,1686.9125,1161.4185,214.4452,525.4940
126,54,1845.1183,1700.5872,1127.4456,144.5311,573.1416
127,58,1904.6738,1710.9943,1174.2433,193.6795,536.7510
128,61,1841.3696,1795.3074,1342.0093,46.0622,453.2981
129,48,2063.2139,1584.7311,974.33368,478.4828,610.3974
130,49,2058.8579,1437.7791,768.18451,621.0788,669.5946
131,48,1947.1125,1765.4225,1087.5925,181.6900,677.8300
132,45,2077.1624,1778.6006,1771.8228,298.5618,6.7778
133,45,2029.8582,1812.572,1806.4807,217.2862,6.0913
134,45,2100.5598,1824.1195,1786.7223,276.4403,37.3972
135,44,2011.9102,1788.193,1770.7753,223.7172,17.4177
136,42,1991.8839,1828.5236,1380.1302,163.3603,448.3934
137,42,2051.1089,1766.7181,1011.7355,284.3908,754.9826
138,41,2018.3187,1724.104,1025.5491,294.2147,698.5549
139,41,2049.5115,1787.5955,1092.2555,261.9160,695.3400
140,39,2006.7546,1650.5662,973.08929,356.1884,677.4769
141,40,1969.4857,1621.5242,1290.9636,347.9615,330.5606
142,41,2029.599,1632.931,1138.5972,396.6680,494.3338
143,43,1994.3839,1694.0577,853.11932,300.3262,840.9384
144,45,2003.3092,1279.0223,812.67853,724.2869,466.3438
145,43,1925.0466,1832.7825,1813.0404,92.2641,19.7421
146,44,1981.1921,1577.2125,1055.6843,403.9796,521.5282
147,49,1957.9436,1868.3318,1855.2098,89.6118,13.1220
148,52,2091.823,1805.3441,1802.4066,286.4789,2.9375
149,51,2041.5587,1645.1523,740.13141,396.4064,905.0209
150,48,2009.3269,1660.7037,986.40759,348.6232,674.2961
151,47,2033.4565,1718.7668,884.25281,314.6897,834.5140
152,44,2079.2849,1729.9713,774.12964,349.3136,955.8417
153,55,319.17233,1980.657,-85.129654,-1661.4847,2065.7867
154,57,304.07803,1903.4434,-149.66571,-1599.3654,2053.1091
155,50,1844.9971,1832.3945,1790.8395,12.6026,41.5550
156,50,1944.1816,1680.5636,1669.0181,263.6180,11.5455
157,45,1899.2194,1652.0652,804.2099,247.1542,847.8553
158,44,1911.2555,1557.2107,672.16779,354.0448,885.0429
159,45,1959.6414,1778.8118,1729.8276,180.8296,48.9842
160,42,2033.9086,1869.8284,1848.5725,164.0802,21.2559
161,47,1962.963,1615.0472,934.8927,347.9158,680.1545
162,45,2130.051,1829.2826,995.45721,300.7684,833.8254
163,46,1992.1067,1653.2434,755.1073,338.8633,898.1361
164,44,2018.0568,1689.3363,985.42114,328.7205,703.9152
165,44,1997.7688,1818.8007,1096.576,178.9681,722.2247
166,43,2027.4171,1694.9966,1109.6548,332.4205,585.3418
167,46,1949.7446,1740.3046,993.69958,209.4400,746.6050
168,47,2036.074,1708.7362,1055.0004,327.3378,653.7358
169,51,1850.3114,1620.7382,672.3739,229.5732,948.3643
170,48,1870.6145,1571.2351,643.35114,299.3794,927.8840
171,46,1922.8413,1540.8204,606.71301,382.0209,934.1074
172,47,1917.1836,1592.6825,693.26849,324.5011,899.4140
173,49,1900.1073,1745.4686,1717.8835,154.6387,27.5851
174,50,1979.6388,1842.9614,1831.0321,136.6774,11.9293
175,51,2010.0787,1496.5573,879.53339,513.5214,617.0239
176,48,2070.762,1723.469,723.54999,347.2930,999.9190
177,46,2121.449,1795.1088,1118.0425,326.3402,677.0663
178,49,1990.8884,1640.8733,937.93237,350.0151,702.9409
179,47,1981.1375,1668.1471,943.99274,312.9904,724.1544
180,49,1995.5657,1984.3492,1915.7012,11.2165,68.6480
181,49,1982.3469,1368.3735,691.10486,613.9734,677.2686
182,50,1939.1637,1482.636,467.7811,456.5277,1014.8549
183,52,1882.985,1724.3356,527.73688,158.6494,1196.5987
184,50,1895.9812,1648.0364,758.659,247.9448,889.3774
185,52,1954.8464,1619.3656,618.73535,335.4808,1000.6303
186,51,1896.1088,1485.6508,757.83099,410.4580,727.8198
187,50,1926.8926,1575.1859,880.0625,351.7067,695.1234
188,51,1933.8036,1898.3912,1886.4418,35.4124,11.9494
189,51,2039.3336,1734.806,915.46729,304.5276,819.3387
190,50,1977.7556,1676.7976,833.86627,300.9580,842.9313
191,50,2006.3573,1707.543,1114.8,298.8143,592.7430
192,47,2052.1448,1722.4756,913.63617,329.6692,808.8394
193,46,2114.51,1698.1381,1465.5027,416.3719,232.6354
194,44,2117.1619,1795.754,1748.2072,321.4079,47.5468
195,45,2072.1816,1853.6631,1849.8481,218.5185,3.8150
196,46,2051.6597,1817.5161,1786.1779,234.1436,31.3382
197,46,1999.5138,1865.194,1828.186,134.3198,37.0080
198,55,308.68167,1998.3746,-54.994968,-1689.6929,2053.3696
199,51,2087.2605,1768.5044,1550.2205,318.7561,218.2839
200,50,1924.2676,1793.7231,1598.2277,130.5445,195.4954
201,45,1976.5363,1826.8274,1806.5946,149.7089,20.2328
202,43,2064.3643,1787.6326,1748.7432,276.7317,38.8894
203,50,301.12262,1942.4155,-69.458786,-1641.2929,2011.8743
204,59,2035.8092,1832.0704,1225.8414,203.7388,606.2290
205,39,1986.9774,1803.2765,1700.2754,183.7009,103.0011
206,43,2090.4565,1796.7041,1439.7225,293.7524,356.9816
207,46,2033.6309,1795.7762,1790.672,237.8547,5.1042
208,62,2117.8877,1805.219,1781.1477,312.6687,24.0713
209,45,2063.4893,1877.0751,1502.8859,186.4142,374.1892
210,42,2057.2083,1832.7551,1830.7279,224.4532,2.0272
211,43,2135.9895,1768.2407,1573.7682,367.7488,194.4725
212,50,339.63696,2047.7787,-83.066383,-1708.1417,2130.8451
213,43,2050.0332,1794.2969,1392.4169,255.7363,401.8800
214,45,2077.2568,1829.608,1813.5908,247.6488,16.0172
215,46,1962.6917,1797.2288,1788.3666,165.4629,8.8622
216,46,2042.0867,1831.9652,1686.6536,210.1215,145.3116
217,44,2074.8088,1819.2606,1426.1613,255.5482,393.0993
218,45,2191.7336,1917.1522,1907.8674,274.5814,9.2848
219,40,2001.9628,1846,1845.7732,155.9628,0.2268
220,44,2130.6582,1825.2329,1798.046,305.4253,27.1869
221,48,2129.3098,1814.3545,1775.4645,314.9553,38.8900
222,45,2060.6433,1815.7375,1759.5345,244.9058,56.2030
223,47,2025.4159,1900.6492,1777.6134,124.7667,123.0358
224,49,2030.2944,1788.5029,1610.1545,241.7915,178.3484
225,42,2024.3516,1738.186,1381.8872,286.1656,356.2988
226,44,1926.0483,1908.4686,1124.9569,17.5797,783.5117
227,59,2028.4772,1946.6342,996.92297,81.8430,949.7112
228,45,2041.186,1775.0701,1020.8559,266.1159,754.2142
229,47,1980.527,1854.7347,1014.2116,125.7923,840.5231
230,48,2087.0881,1782.8175,1018.5217,304.2706,764.2958
231,43,2074.4824,1718.5159,1176.6853,355.9665,541.8306
232,44,2058.0859,1843.8361,1285.5856,214.2498,558.2505
233,45,2047.5446,1856.3639,1847.3656,191.1807,8.9983
234,47,2088.6133,1806.41,1805.85,282.2033,0.5600
235,45,2044.8091,1763.3871,1069.2518,281.4220,694.1353
236,45,2026.7324,1680.5337,1017.7792,346.1987,662.7545
237,45,2019.009,1795.0035,1043.2229,224.0055,751.7806
238,50,2031.9177,1893.6809,1889.4205,138.2368,4.2604
239,45,1982.0289,1829.5643,1826.2217,152.4646,3.3426
240,43,2095.0625,1810.6433,1287.8351,284.4192,522.8082
241,38,2021.6715,1633.9161,1222.9255,387.7554,410.9906
242,41,2082.5208,1727.6846,1204.0499,354.8362,523.6347
243,40,1941.9883,1785.3053,1264.1523,156.6830,521.1530
244,42,2064.2668,1855.8298,1820.1625,208.4370,35.6673
245,44,2068.2434,1788.109,1195.0458,280.1344,593.0632
246,43,2084.5298,1806.0049,1799.4771,278.5249,6.5278
247,40,1958.3839,1821.5089,1821.369,136.8750,0.1399
248,41,2084.1365,1772.3726,1769.5872,311.7639,2.7854
249,44,2089.8337,1730.5941,1070.2212,359.2396,660.3729
250,47,2076.4031,1819.1536,1801.3362,257.2495,17.8174
251,45,1979.6516,1748.8289,989.2608,230.8227,759.5681
252,46,1999.0531,1717.6921,939.90247,281.3610,777.7896
253,47,2097.7207,1747.2522,1128.3835,350.4685,618.8687
254,45,2072.9536,1579.3228,1114.3169,493.6308,465.0059
255,42,2027.8114,1661.226,1224.4604,366.5854,436.7656
256,40,2085.335,1760.8654,1454.9224,324.4696,305.9430
257,65,1948.6459,1761.3848,835.76532,187.2611,925.6195
258,66,2005.1438,1814.9377,1734.5488,190.2061,80.3889
259,64,1980.0531,1875.5851,1243.297,104.4680,632.2881
260,57,1960.7072,1900.892,1900.1917,59.8152,0.7003
